date,revenue,purchases,unique_streams,unique_customers,total_views,country
2019-07-01,225.83,3,56,0,457,EIRE
2019-07-02,137.5,1,7,1,21,EIRE
2019-07-03,0.0,0,0,0,0,EIRE
2019-07-04,0.0,0,0,0,0,EIRE
2019-07-05,12.75,1,1,1,2,EIRE
2019-07-06,0.0,0,0,0,0,EIRE
2019-07-07,0.0,0,0,0,0,EIRE
2019-07-08,0.0,0,0,0,0,EIRE
2019-07-09,0.0,0,0,0,0,EIRE
2019-07-10,0.0,0,0,0,0,EIRE
2019-07-11,359.19,3,74,2,578,EIRE
2019-07-12,0.0,0,0,0,0,EIRE
2019-07-13,0.0,0,0,0,0,EIRE
2019-07-14,0.0,0,0,0,0,EIRE
2019-07-15,146.98,2,85,1,817,EIRE
2019-07-16,596.69,5,143,2,1595,EIRE
2019-07-17,0.0,0,0,0,0,EIRE
2019-07-18,204.05,3,39,1,431,EIRE
2019-07-19,0.0,0,0,0,0,EIRE
2019-07-20,0.0,0,0,0,0,EIRE
2019-07-21,0.0,0,0,0,0,EIRE
2019-07-22,0.0,0,0,0,0,EIRE
2019-07-23,73.02,2,10,1,85,EIRE
2019-07-24,47.62,2,24,1,272,EIRE
2019-07-25,375.15,3,61,1,754,EIRE
2019-07-26,82.44,1,24,1,216,EIRE
2019-07-27,0.0,0,0,0,0,EIRE
2019-07-28,205.84,2,98,2,1007,EIRE
2017-11-28,139.03,1,44,1,367,Germany
2017-11-29,4.6,1,2,1,5,Germany
2017-11-30,12.85,1,3,1,2,Germany
2017-12-01,0.0,0,0,0,0,Germany
2017-12-02,0.0,0,0,0,0,Germany
2017-12-03,49.2,1,13,1,98,Germany
2017-12-04,151.98,3,39,2,444,Germany
2017-12-05,0.0,0,0,0,0,Germany
2017-12-06,376.7,4,41,3,422,Germany
2017-12-07,0.0,0,0,0,0,Germany
2017-12-08,13.35,2,5,1,13,Germany
2017-12-09,0.0,0,0,0,0,Germany
2017-12-10,30.32,1,4,1,34,Germany
2017-12-11,486.44,6,143,3,1718,Germany
2017-12-12,0.0,0,0,0,0,Germany
2017-12-13,0.0,0,0,0,0,Germany
2017-12-14,3.25,1,1,1,1,Germany
2017-12-15,105.39,5,21,2,109,Germany
2017-12-16,0.0,0,0,0,0,Germany
2017-12-17,66.0,1,17,1,134,Germany
2017-12-18,76.68,1,25,1,273,Germany
2017-12-19,0.0,0,0,0,0,Germany
2017-12-20,7.05,1,5,1,10,Germany
2017-12-21,0.0,0,0,0,0,Germany
2017-12-22,0.0,0,0,0,0,Germany
2017-12-23,0.0,0,0,0,0,Germany
2017-12-24,0.0,0,0,0,0,Germany
2017-12-25,0.0,0,0,0,0,Germany
2017-12-26,0.0,0,0,0,0,Germany
2017-12-27,0.0,0,0,0,0,Germany
2017-12-28,0.0,0,0,0,0,Germany
2017-12-29,0.0,0,0,0,0,Germany
2017-12-30,0.0,0,0,0,0,Germany
2017-12-31,0.0,0,0,0,0,Germany
2018-01-01,16.29,1,3,1,8,Germany
2018-01-02,0.0,0,0,0,0,Germany
2018-01-03,0.0,0,0,0,0,Germany
2018-01-04,47.55,2,14,2,66,Germany
2018-01-05,0.0,0,0,0,0,Germany
2018-01-06,0.0,0,0,0,0,Germany
2018-01-07,0.0,0,0,0,0,Germany
2018-01-08,111.49,4,33,3,213,Germany
2018-01-09,259.45,4,80,3,871,Germany
2018-01-10,144.57,2,40,2,347,Germany
2018-01-11,154.92,3,46,3,334,Germany
2018-01-12,23.27,2,8,2,26,Germany
2018-01-13,0.0,0,0,0,0,Germany
2018-01-14,0.0,0,0,0,0,Germany
2018-01-15,6.7,1,2,1,6,Germany
2018-01-16,3.64,1,2,1,4,Germany
2018-01-17,0.0,0,0,0,0,Germany
2018-01-18,0.0,0,0,0,0,Germany
2018-01-19,352.31,2,122,2,1161,Germany
2018-01-20,0.0,0,0,0,0,Germany
2018-01-21,104.07,1,40,1,332,Germany
2018-01-22,34.7,1,11,1,22,Germany
2018-01-23,408.53,12,76,6,841,Germany
2018-01-24,0.0,0,0,0,0,Germany
2018-01-25,32.75,3,9,3,20,Germany
2018-01-26,0.0,0,0,0,0,Germany
2018-01-27,0.0,0,0,0,0,Germany
2018-01-28,288.78,1,99,1,757,Germany
2018-01-29,126.26,2,38,2,365,Germany
2018-01-30,0.85,1,1,1,3,Germany
2018-01-31,5.3,2,4,1,30,Germany
2018-02-01,48.38,2,17,1,152,Germany
2018-02-02,154.83,2,45,2,173,Germany
2018-02-03,0.0,0,0,0,0,Germany
2018-02-04,43.1,1,7,1,43,Germany
2018-02-05,212.97,3,54,3,490,Germany
2018-02-06,277.81,5,78,5,780,Germany
2018-02-07,53.26,1,15,1,126,Germany
2018-02-08,41.8,3,17,3,138,Germany
2018-02-09,103.82,3,48,2,427,Germany
2018-02-10,0.0,0,0,0,0,Germany
2018-02-11,0.0,0,0,0,0,Germany
2018-02-12,161.72,2,49,2,321,Germany
2018-02-13,10.85,1,3,1,6,Germany
2018-02-14,1.7,1,2,1,4,Germany
2018-02-15,20.56,1,10,1,102,Germany
2018-02-16,0.0,0,0,0,0,Germany
2018-02-17,0.0,0,0,0,0,Germany
2018-02-18,0.0,0,0,0,0,Germany
2018-02-19,3.75,1,1,1,2,Germany
2018-02-20,79.65,7,25,4,157,Germany
2018-02-21,0.0,0,0,0,0,Germany
2018-02-22,70.58,2,9,2,64,Germany
2018-02-23,0.0,0,0,0,0,Germany
2018-02-24,0.0,0,0,0,0,Germany
2018-02-25,127.3,2,32,2,290,Germany
2018-02-26,0.0,0,0,0,0,Germany
2018-02-27,71.4,2,17,2,118,Germany
2018-02-28,87.22,3,28,3,180,Germany
2018-03-01,0.0,0,0,0,0,Germany
2018-03-02,128.0,3,29,3,311,Germany
2018-03-03,0.0,0,0,0,0,Germany
2018-03-04,348.32,2,125,2,1077,Germany
2018-03-05,105.01,3,28,3,233,Germany
2018-03-06,181.37,2,7,2,43,Germany
2018-03-07,81.4,2,23,1,173,Germany
2018-03-08,0.0,0,0,0,0,Germany
2018-03-09,1.95,1,1,1,2,Germany
2018-03-10,0.0,0,0,0,0,Germany
2018-03-11,0.0,0,0,0,0,Germany
2018-03-12,42.1,2,8,2,54,Germany
2018-03-13,175.73,4,46,3,371,Germany
2018-03-14,106.4,2,38,2,519,Germany
2018-03-15,155.66,2,52,2,496,Germany
2018-03-16,0.0,0,0,0,0,Germany
2018-03-17,0.0,0,0,0,0,Germany
2018-03-18,0.0,0,0,0,0,Germany
2018-03-19,142.03,2,38,2,340,Germany
2018-03-20,11.45,1,3,1,6,Germany
2018-03-21,25.39,1,7,1,87,Germany
2018-03-22,152.2,3,33,2,298,Germany
2018-03-23,377.13,3,107,3,792,Germany
2018-03-24,0.0,0,0,0,0,Germany
2018-03-25,0.0,0,0,0,0,Germany
2018-03-26,2.1,1,1,1,3,Germany
2018-03-27,0.0,0,0,0,0,Germany
2018-03-28,29.55,1,5,1,3,Germany
2018-03-29,361.73,5,97,5,1048,Germany
2018-03-30,0.0,0,0,0,0,Germany
2018-03-31,0.0,0,0,0,0,Germany
2018-04-01,0.0,0,0,0,0,Germany
2018-04-02,0.0,0,0,0,0,Germany
2018-04-03,0.0,0,0,0,0,Germany
2018-04-04,79.95,1,32,1,302,Germany
2018-04-05,72.35,2,35,1,125,Germany
2018-04-06,213.89,2,74,2,733,Germany
2018-04-07,0.0,0,0,0,0,Germany
2018-04-08,120.31,2,59,2,730,Germany
2018-04-09,431.64,3,47,3,415,Germany
2018-04-10,0.0,0,0,0,0,Germany
2018-04-11,120.09,2,36,1,312,Germany
2018-04-12,41.97,1,19,1,192,Germany
2018-04-13,94.07,1,21,1,131,Germany
2018-04-14,0.0,0,0,0,0,Germany
2018-04-15,0.0,0,0,0,0,Germany
2018-04-16,49.83,1,25,1,252,Germany
2018-04-17,154.34,3,37,3,268,Germany
2018-04-18,183.82,2,57,2,659,Germany
2018-04-19,164.92,4,50,4,465,Germany
2018-04-20,49.69,2,10,2,25,Germany
2018-04-21,0.0,0,0,0,0,Germany
2018-04-22,101.2,1,36,1,305,Germany
2018-04-23,245.23,3,62,3,710,Germany
2018-04-24,0.0,0,0,0,0,Germany
2018-04-25,81.6,1,16,1,111,Germany
2018-04-26,14.85,1,3,1,6,Germany
2018-04-27,84.05,1,19,1,151,Germany
2018-04-28,0.0,0,0,0,0,Germany
2018-04-29,48.45,1,10,1,96,Germany
2018-04-30,0.0,0,0,0,0,Germany
2018-05-01,35.4,2,8,2,15,Germany
2018-05-02,63.04,1,22,1,209,Germany
2018-05-03,182.81,2,48,2,463,Germany
2018-05-04,0.0,0,0,0,0,Germany
2018-05-05,0.0,0,0,0,0,Germany
2018-05-06,0.0,0,0,0,0,Germany
2018-05-07,16.15,1,3,1,11,Germany
2018-05-08,58.54,1,7,1,49,Germany
2018-05-09,88.61,1,34,1,297,Germany
2018-05-10,62.24,1,19,1,176,Germany
2018-05-11,25.62,3,9,3,23,Germany
2018-05-12,0.0,0,0,0,0,Germany
2018-05-13,0.0,0,0,0,0,Germany
2018-05-14,104.22,1,29,1,256,Germany
2018-05-15,83.05,2,16,2,120,Germany
2018-05-16,10.95,1,1,1,4,Germany
2018-05-17,83.02,2,21,2,121,Germany
2018-05-18,301.11,2,75,2,558,Germany
2018-05-19,0.0,0,0,0,0,Germany
2018-05-20,47.75,1,16,1,137,Germany
2018-05-21,35.38,1,14,1,139,Germany
2018-05-22,0.0,0,0,0,0,Germany
2018-05-23,20.5,2,3,1,8,Germany
2018-05-24,60.95,2,10,2,73,Germany
2018-05-25,88.38,2,35,2,337,Germany
2018-05-26,0.0,0,0,0,0,Germany
2018-05-27,0.0,0,0,0,0,Germany
2018-05-28,0.0,0,0,0,0,Germany
2018-05-29,101.39,2,24,2,129,Germany
2018-05-30,0.0,0,0,0,0,Germany
2018-05-31,0.0,0,0,0,0,Germany
2018-06-01,78.78,1,30,1,294,Germany
2018-06-02,0.0,0,0,0,0,Germany
2018-06-03,44.9,1,20,1,279,Germany
2018-06-04,363.5,6,90,2,813,Germany
2018-06-05,358.15,4,22,1,203,Germany
2018-06-06,0.0,0,0,0,0,Germany
2018-06-07,35.32,1,15,1,136,Germany
2018-06-08,0.0,0,0,0,0,Germany
2018-06-09,0.0,0,0,0,0,Germany
2018-06-10,76.32,2,23,2,147,Germany
2018-06-11,0.0,0,0,0,0,Germany
2018-06-12,247.49,2,102,2,1072,Germany
2018-06-13,105.43,1,43,1,374,Germany
2018-06-14,0.0,0,0,0,0,Germany
2018-06-15,0.0,0,0,0,0,Germany
2018-06-16,0.0,0,0,0,0,Germany
2018-06-17,47.77,1,12,1,138,Germany
2018-06-18,0.0,0,0,0,0,Germany
2018-06-19,0.0,0,0,0,0,Germany
2018-06-20,0.0,0,0,0,0,Germany
2018-06-21,161.19,1,92,1,926,Germany
2018-06-22,0.0,0,0,0,0,Germany
2018-06-23,0.0,0,0,0,0,Germany
2018-06-24,0.0,0,0,0,0,Germany
2018-06-25,98.78,4,42,4,237,Germany
2018-06-26,137.6,3,35,2,345,Germany
2018-06-27,248.68,4,62,3,568,Germany
2018-06-28,161.36,2,45,2,416,Germany
2018-06-29,771.57,2,209,2,1823,Germany
2018-06-30,0.0,0,0,0,0,Germany
2018-07-01,0.0,0,0,0,0,Germany
2018-07-02,159.81,3,36,3,253,Germany
2018-07-03,256.8,3,52,3,249,Germany
2018-07-04,42.79,1,21,1,236,Germany
2018-07-05,2329.68,8,46,3,779,Germany
2018-07-06,39.26,1,13,1,89,Germany
2018-07-07,0.0,0,0,0,0,Germany
2018-07-08,0.0,0,0,0,0,Germany
2018-07-09,82.21,1,33,1,328,Germany
2018-07-10,0.0,0,0,0,0,Germany
2018-07-11,11.2,2,2,2,3,Germany
2018-07-12,0.0,0,0,0,0,Germany
2018-07-13,102.81,2,40,2,483,Germany
2018-07-14,0.0,0,0,0,0,Germany
2018-07-15,117.19,1,59,1,661,Germany
2018-07-16,47.34,2,8,2,33,Germany
2018-07-17,87.34,1,27,1,215,Germany
2018-07-18,203.65,3,70,2,675,Germany
2018-07-19,4.95,1,1,1,1,Germany
2018-07-20,156.95,2,47,2,389,Germany
2018-07-21,0.0,0,0,0,0,Germany
2018-07-22,0.0,0,0,0,0,Germany
2018-07-23,302.96,3,70,3,488,Germany
2018-07-24,0.0,0,0,0,0,Germany
2018-07-25,0.0,0,0,0,0,Germany
2018-07-26,84.4,2,28,2,214,Germany
2018-07-27,2.55,1,1,1,2,Germany
2018-07-28,0.0,0,0,0,0,Germany
2018-07-29,0.0,0,0,0,0,Germany
2018-07-30,32.84,2,13,2,131,Germany
2018-07-31,65.78,1,22,1,215,Germany
2018-08-01,50.85,1,18,1,217,Germany
2018-08-02,61.7,1,18,1,149,Germany
2018-08-03,153.26,2,44,2,369,Germany
2018-08-04,0.0,0,0,0,0,Germany
2018-08-05,0.0,0,0,0,0,Germany
2018-08-06,3.4,1,2,1,5,Germany
2018-08-07,0.0,0,0,0,0,Germany
2018-08-08,119.51,2,25,2,150,Germany
2018-08-09,4.75,1,3,1,2,Germany
2018-08-10,9.2,1,2,1,5,Germany
2018-08-11,0.0,0,0,0,0,Germany
2018-08-12,0.0,0,0,0,0,Germany
2018-08-13,50.08,1,24,1,254,Germany
2018-08-14,67.35,1,21,1,190,Germany
2018-08-15,111.32,2,34,1,298,Germany
2018-08-16,90.4,1,24,1,225,Germany
2018-08-17,87.03,2,25,2,184,Germany
2018-08-18,0.0,0,0,0,0,Germany
2018-08-19,70.65,2,23,1,223,Germany
2018-08-20,0.0,0,0,0,0,Germany
2018-08-21,136.1,3,50,2,456,Germany
2018-08-22,132.69,2,31,2,245,Germany
2018-08-23,104.95,3,21,3,168,Germany
2018-08-24,0.0,0,0,0,0,Germany
2018-08-25,0.0,0,0,0,0,Germany
2018-08-26,0.0,0,0,0,0,Germany
2018-08-27,0.0,0,0,0,0,Germany
2018-08-28,95.14,3,26,2,214,Germany
2018-08-29,168.23,5,61,5,545,Germany
2018-08-30,18.85,1,2,1,15,Germany
2018-08-31,0.0,0,0,0,0,Germany
2018-09-01,0.0,0,0,0,0,Germany
2018-09-02,65.67,1,27,1,266,Germany
2018-09-03,26.7,1,5,1,26,Germany
2018-09-04,46.17,1,14,1,126,Germany
2018-09-05,61.52,2,18,1,188,Germany
2018-09-06,185.14,4,59,4,605,Germany
2018-09-07,115.57,1,35,1,300,Germany
2018-09-08,0.0,0,0,0,0,Germany
2018-09-09,0.0,0,0,0,0,Germany
2018-09-10,120.49,4,28,3,273,Germany
2018-09-11,240.94,4,46,3,345,Germany
2018-09-12,249.54,2,89,2,1100,Germany
2018-09-13,53.62,3,16,3,51,Germany
2018-09-14,59.44,1,21,1,199,Germany
2018-09-15,0.0,0,0,0,0,Germany
2018-09-16,0.0,0,0,0,0,Germany
2018-09-17,113.36,3,38,2,343,Germany
2018-09-18,101.79,3,34,2,294,Germany
2018-09-19,0.0,0,0,0,0,Germany
2018-09-20,0.0,0,0,0,0,Germany
2018-09-21,0.0,0,0,0,0,Germany
2018-09-22,0.0,0,0,0,0,Germany
2018-09-23,0.0,0,0,0,0,Germany
2018-09-24,124.32,4,44,2,446,Germany
2018-09-25,230.43,3,60,3,439,Germany
2018-09-26,14.9,1,2,1,3,Germany
2018-09-27,266.97,4,98,3,1001,Germany
2018-09-28,159.97,7,30,6,188,Germany
2018-09-29,0.0,0,0,0,0,Germany
2018-09-30,45.04,1,7,1,63,Germany
2018-10-01,166.19,4,66,2,702,Germany
2018-10-02,196.4,4,55,4,466,Germany
2018-10-03,298.52,1,88,1,697,Germany
2018-10-04,101.13,3,29,3,169,Germany
2018-10-05,164.15,2,43,2,357,Germany
2018-10-06,0.0,0,0,0,0,Germany
2018-10-07,0.0,0,0,0,0,Germany
2018-10-08,0.0,0,0,0,0,Germany
2018-10-09,194.25,5,74,5,799,Germany
2018-10-10,122.05,3,22,3,135,Germany
2018-10-11,0.0,0,0,0,0,Germany
2018-10-12,139.89,2,24,2,199,Germany
2018-10-13,0.0,0,0,0,0,Germany
2018-10-14,0.0,0,0,0,0,Germany
2018-10-15,175.46,3,50,3,437,Germany
2018-10-16,273.63,4,73,2,780,Germany
2018-10-17,74.08,1,14,1,105,Germany
2018-10-18,36.85,2,4,2,10,Germany
2018-10-19,70.24,1,26,1,250,Germany
2018-10-20,0.0,0,0,0,0,Germany
2018-10-21,107.81,1,42,1,388,Germany
2018-10-22,68.42,1,17,1,196,Germany
2018-10-23,183.14,4,48,4,534,Germany
2018-10-24,23.49,3,3,3,7,Germany
2018-10-25,1.95,1,1,1,4,Germany
2018-10-26,299.27,2,106,2,1058,Germany
2018-10-27,0.0,0,0,0,0,Germany
2018-10-28,138.55,2,28,2,211,Germany
2018-10-29,70.0,1,22,1,204,Germany
2018-10-30,254.08,2,57,1,408,Germany
2018-10-31,96.35,1,32,1,248,Germany
2018-11-01,68.81,4,34,4,343,Germany
2018-11-02,498.72,7,117,5,1118,Germany
2018-11-03,0.0,0,0,0,0,Germany
2018-11-04,106.56,1,35,1,303,Germany
2018-11-05,242.49,6,66,6,672,Germany
2018-11-06,33.75,1,7,1,17,Germany
2018-11-07,109.5,3,24,3,166,Germany
2018-11-08,0.0,0,0,0,0,Germany
2018-11-09,341.81,4,79,4,733,Germany
2018-11-10,0.0,0,0,0,0,Germany
2018-11-11,0.0,0,0,0,0,Germany
2018-11-12,150.56,4,45,2,419,Germany
2018-11-13,132.57,4,31,4,255,Germany
2018-11-14,0.0,0,0,0,0,Germany
2018-11-15,115.81,4,23,3,216,Germany
2018-11-16,134.4,3,20,3,123,Germany
2018-11-17,0.0,0,0,0,0,Germany
2018-11-18,141.31,2,38,1,333,Germany
2018-11-19,217.55,2,58,2,496,Germany
2018-11-20,53.57,1,13,1,88,Germany
2018-11-21,0.0,0,0,0,0,Germany
2018-11-22,0.0,0,0,0,0,Germany
2018-11-23,312.58,3,71,2,615,Germany
2018-11-24,0.0,0,0,0,0,Germany
2018-11-25,273.2,3,77,3,764,Germany
2018-11-26,29.9,1,3,1,25,Germany
2018-11-27,302.07,6,81,4,946,Germany
2018-11-28,138.29,2,27,2,214,Germany
2018-11-29,62.1,2,12,2,120,Germany
2018-11-30,117.79,3,19,3,177,Germany
2018-12-01,0.0,0,0,0,0,Germany
2018-12-02,396.25,4,107,3,1410,Germany
2018-12-03,65.33,2,15,2,92,Germany
2018-12-04,116.1,1,17,1,137,Germany
2018-12-05,56.9,2,8,2,136,Germany
2018-12-06,181.26,5,36,5,385,Germany
2018-12-07,155.36,2,47,1,506,Germany
2018-12-08,0.0,0,0,0,0,Germany
2018-12-09,0.0,0,0,0,0,Germany
2018-12-10,37.35,3,2,1,12,Germany
2018-12-11,0.0,0,0,0,0,Germany
2018-12-12,31.3,1,6,1,12,Germany
2018-12-13,1.65,1,1,1,4,Germany
2018-12-14,512.8,9,93,7,1083,Germany
2018-12-15,0.0,0,0,0,0,Germany
2018-12-16,73.26,1,24,1,240,Germany
2018-12-17,120.27,2,26,2,114,Germany
2018-12-18,0.0,0,0,0,0,Germany
2018-12-19,0.0,0,0,0,0,Germany
2018-12-20,235.63,3,75,3,707,Germany
2018-12-21,0.0,0,0,0,0,Germany
2018-12-22,0.0,0,0,0,0,Germany
2018-12-23,0.0,0,0,0,0,Germany
2018-12-24,0.0,0,0,0,0,Germany
2018-12-25,0.0,0,0,0,0,Germany
2018-12-26,0.0,0,0,0,0,Germany
2018-12-27,0.0,0,0,0,0,Germany
2018-12-28,0.0,0,0,0,0,Germany
2018-12-29,0.0,0,0,0,0,Germany
2018-12-30,0.0,0,0,0,0,Germany
2018-12-31,0.0,0,0,0,0,Germany
2019-01-01,0.0,0,0,0,0,Germany
2019-01-02,71.49,2,17,2,33,Germany
2019-01-03,1.65,1,1,1,4,Germany
2019-01-04,635.94,4,194,4,1966,Germany
2019-01-05,0.0,0,0,0,0,Germany
2019-01-06,0.0,0,0,0,0,Germany
2019-01-07,83.59,3,21,3,166,Germany
2019-01-08,29.91,1,9,1,87,Germany
2019-01-09,50.95,2,12,2,74,Germany
2019-01-10,46.0,1,7,1,58,Germany
2019-01-11,162.08,3,28,2,218,Germany
2019-01-12,0.0,0,0,0,0,Germany
2019-01-13,0.0,0,0,0,0,Germany
2019-01-14,256.61,2,75,2,542,Germany
2019-01-15,29.39,1,10,1,83,Germany
2019-01-16,20.5,1,3,1,31,Germany
2019-01-17,0.0,0,0,0,0,Germany
2019-01-18,19.6,1,6,1,8,Germany
2019-01-19,0.0,0,0,0,0,Germany
2019-01-20,0.0,0,0,0,0,Germany
2019-01-21,253.05,3,77,3,805,Germany
2019-01-22,221.34,4,78,4,746,Germany
2019-01-23,159.95,2,62,2,630,Germany
2019-01-24,159.33,4,39,4,334,Germany
2019-01-25,27.83,1,11,1,9,Germany
2019-01-26,0.0,0,0,0,0,Germany
2019-01-27,0.0,0,0,0,0,Germany
2019-01-28,477.95,4,106,4,884,Germany
2019-01-29,93.25,3,15,3,70,Germany
2019-01-30,14.85,2,2,1,4,Germany
2019-01-31,211.85,4,45,4,350,Germany
2019-02-01,44.95,1,4,1,12,Germany
2019-02-02,0.0,0,0,0,0,Germany
2019-02-03,0.0,0,0,0,0,Germany
2019-02-04,36.49,1,15,1,34,Germany
2019-02-05,80.34,3,15,3,27,Germany
2019-02-06,33.31,1,13,1,138,Germany
2019-02-07,75.53,2,22,2,193,Germany
2019-02-08,258.0,2,57,2,489,Germany
2019-02-09,0.0,0,0,0,0,Germany
2019-02-10,0.0,0,0,0,0,Germany
2019-02-11,140.78,3,39,2,326,Germany
2019-02-12,0.0,0,0,0,0,Germany
2019-02-13,0.0,0,0,0,0,Germany
2019-02-14,71.41,2,15,2,112,Germany
2019-02-15,7.4,1,5,1,70,Germany
2019-02-16,0.0,0,0,0,0,Germany
2019-02-17,0.0,0,0,0,0,Germany
2019-02-18,143.87,3,34,3,346,Germany
2019-02-19,0.0,0,0,0,0,Germany
2019-02-20,51.74,1,14,1,128,Germany
2019-02-21,0.0,0,0,0,0,Germany
2019-02-22,166.2,2,43,2,420,Germany
2019-02-23,0.0,0,0,0,0,Germany
2019-02-24,0.0,0,0,0,0,Germany
2019-02-25,0.0,0,0,0,0,Germany
2019-02-26,38.73,1,14,1,139,Germany
2019-02-27,0.0,0,0,0,0,Germany
2019-02-28,96.26,2,27,2,256,Germany
2019-03-01,0.0,0,0,0,0,Germany
2019-03-02,0.0,0,0,0,0,Germany
2019-03-03,0.0,0,0,0,0,Germany
2019-03-04,207.04,3,46,3,302,Germany
2019-03-05,199.66,3,44,3,408,Germany
2019-03-06,0.0,0,0,0,0,Germany
2019-03-07,0.0,0,0,0,0,Germany
2019-03-08,191.67,2,61,2,521,Germany
2019-03-09,0.0,0,0,0,0,Germany
2019-03-10,0.0,0,0,0,0,Germany
2019-03-11,16.4,1,3,1,7,Germany
2019-03-12,0.0,0,0,0,0,Germany
2019-03-13,85.05,1,11,1,50,Germany
2019-03-14,229.89,3,58,3,584,Germany
2019-03-15,255.63,5,67,4,713,Germany
2019-03-16,0.0,0,0,0,0,Germany
2019-03-17,80.04,2,13,2,96,Germany
2019-03-18,0.0,0,0,0,0,Germany
2019-03-19,198.34,3,72,2,699,Germany
2019-03-20,0.0,0,0,0,0,Germany
2019-03-21,27.15,3,7,2,12,Germany
2019-03-22,278.85,4,68,4,570,Germany
2019-03-23,0.0,0,0,0,0,Germany
2019-03-24,1.25,1,1,1,3,Germany
2019-03-25,155.37,4,52,3,580,Germany
2019-03-26,0.0,0,0,0,0,Germany
2019-03-27,60.64,2,12,2,75,Germany
2019-03-28,64.12,2,8,2,45,Germany
2019-03-29,40.09,1,10,1,78,Germany
2019-03-30,0.0,0,0,0,0,Germany
2019-03-31,0.0,0,0,0,0,Germany
2019-04-01,80.69,2,28,1,285,Germany
2019-04-02,21.95,2,7,2,19,Germany
2019-04-03,0.39,1,1,1,1,Germany
2019-04-04,62.58,1,24,1,237,Germany
2019-04-05,183.97,3,71,3,691,Germany
2019-04-06,0.0,0,0,0,0,Germany
2019-04-07,0.0,0,0,0,0,Germany
2019-04-08,139.83,2,41,2,371,Germany
2019-04-09,0.0,0,0,0,0,Germany
2019-04-10,0.0,0,0,0,0,Germany
2019-04-11,463.82,7,99,6,894,Germany
2019-04-12,0.0,0,0,0,0,Germany
2019-04-13,0.0,0,0,0,0,Germany
2019-04-14,0.0,0,0,0,0,Germany
2019-04-15,445.5,2,1,1,4,Germany
2019-04-16,345.78,4,75,4,660,Germany
2019-04-17,54.14,1,14,1,111,Germany
2019-04-18,96.05,2,22,2,191,Germany
2019-04-19,0.0,0,0,0,0,Germany
2019-04-20,0.0,0,0,0,0,Germany
2019-04-21,0.0,0,0,0,0,Germany
2019-04-22,0.0,0,0,0,0,Germany
2019-04-23,18.0,1,9,1,14,Germany
2019-04-24,92.3,1,34,1,338,Germany
2019-04-25,38.27,1,8,1,77,Germany
2019-04-26,0.0,0,0,0,0,Germany
2019-04-27,0.0,0,0,0,0,Germany
2019-04-28,80.27,1,33,1,335,Germany
2019-04-29,0.0,0,0,0,0,Germany
2019-04-30,4.65,1,3,1,6,Germany
2019-05-01,94.06,4,33,3,387,Germany
2019-05-02,80.64,2,9,2,69,Germany
2019-05-03,12.64,2,10,2,80,Germany
2019-05-04,0.0,0,0,0,0,Germany
2019-05-05,0.0,0,0,0,0,Germany
2019-05-06,108.56,2,37,2,310,Germany
2019-05-07,115.37,2,24,2,228,Germany
2019-05-08,47.72,2,18,2,166,Germany
2019-05-09,935.35,6,140,4,1755,Germany
2019-05-10,69.46,2,18,1,136,Germany
2019-05-11,0.0,0,0,0,0,Germany
2019-05-12,0.0,0,0,0,0,Germany
2019-05-13,0.0,0,0,0,0,Germany
2019-05-14,107.53,2,38,2,372,Germany
2019-05-15,0.0,0,0,0,0,Germany
2019-05-16,365.05,7,90,6,839,Germany
2019-05-17,29.9,1,2,1,7,Germany
2019-05-18,0.0,0,0,0,0,Germany
2019-05-19,268.36,2,95,2,820,Germany
2019-05-20,211.06,6,45,4,421,Germany
2019-05-21,60.2,1,15,1,121,Germany
2019-05-22,0.0,0,0,0,0,Germany
2019-05-23,191.29,5,47,3,424,Germany
2019-05-24,143.98,1,38,1,248,Germany
2019-05-25,0.0,0,0,0,0,Germany
2019-05-26,118.09,1,30,1,244,Germany
2019-05-27,0.0,0,0,0,0,Germany
2019-05-28,33.29,2,5,2,17,Germany
2019-05-29,116.9,3,36,2,343,Germany
2019-05-30,409.97,4,162,4,827,Germany
2019-05-31,26.15,1,4,1,23,Germany
2019-06-01,0.0,0,0,0,0,Germany
2019-06-02,177.09,2,51,2,446,Germany
2019-06-03,102.1,2,29,2,172,Germany
2019-06-04,7.56,1,7,1,19,Germany
2019-06-05,0.0,0,0,0,0,Germany
2019-06-06,89.18,2,11,2,73,Germany
2019-06-07,69.7,1,9,1,94,Germany
2019-06-08,0.0,0,0,0,0,Germany
2019-06-09,37.21,1,13,1,144,Germany
2019-06-10,371.54,3,94,3,995,Germany
2019-06-11,0.0,0,0,0,0,Germany
2019-06-12,0.0,0,0,0,0,Germany
2019-06-13,45.46,3,13,2,141,Germany
2019-06-14,0.0,0,0,0,0,Germany
2019-06-15,0.0,0,0,0,0,Germany
2019-06-16,0.0,0,0,0,0,Germany
2019-06-17,254.5,3,84,3,817,Germany
2019-06-18,58.01,1,24,1,244,Germany
2019-06-19,0.0,0,0,0,0,Germany
2019-06-20,52.36,1,16,1,109,Germany
2019-06-21,48.89,1,9,1,73,Germany
2019-06-22,0.0,0,0,0,0,Germany
2019-06-23,2.95,1,1,1,15,Germany
2019-06-24,0.0,0,0,0,0,Germany
2019-06-25,0.0,0,0,0,0,Germany
2019-06-26,0.0,0,0,0,0,Germany
2019-06-27,159.78,3,59,3,614,Germany
